Electronic Nose Data Export
Sample Name,Final-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T06:08:57.776103
Mode,Auto FSM
Number of Points,1329

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
88.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
88.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
89.000,0.80,0.79,0.17,0.03,2.57,1.69,0.73
89.250,0.80,0.79,0.17,0.03,2.57,1.69,0.73
89.500,0.80,0.79,0.17,0.03,2.57,1.69,0.73
89.750,0.80,0.79,0.17,0.03,2.57,1.69,0.73
90.000,0.81,0.79,0.17,0.03,2.57,1.69,0.73
90.250,0.81,0.79,0.17,0.03,2.57,1.69,0.73
90.500,0.81,0.79,0.17,0.03,2.57,1.69,0.73
90.750,0.81,0.79,0.17,0.03,2.57,1.69,0.73
91.000,0.81,0.79,0.17,0.03,2.57,1.69,0.73
91.250,0.81,0.79,0.17,0.03,2.57,1.69,0.73
91.500,0.81,0.79,0.17,0.03,2.57,1.69,0.73
91.750,0.81,0.79,0.17,0.03,2.57,1.69,0.73
92.000,0.81,0.79,0.17,0.03,2.57,1.69,0.73
92.250,0.81,0.79,0.17,0.03,2.57,1.69,0.73
92.500,0.81,0.79,0.17,0.03,2.57,1.69,0.73
92.750,0.81,0.79,0.17,0.03,2.57,1.69,0.73
93.000,0.81,0.79,0.17,0.03,2.57,1.69,0.73
93.250,0.81,0.79,0.17,0.03,2.57,1.69,0.73
93.500,0.81,0.79,0.17,0.03,2.57,1.69,0.73
93.750,0.81,0.79,0.17,0.03,2.57,1.69,0.73
94.000,0.81,0.79,0.17,0.03,2.57,1.69,0.73
94.250,0.81,0.79,0.17,0.03,2.57,1.69,0.73
94.500,0.81,0.79,0.17,0.03,2.57,1.69,0.73
94.750,0.81,0.79,0.17,0.03,2.57,1.69,0.73
95.000,0.81,0.79,0.17,0.03,2.57,1.69,0.73
95.250,0.81,0.79,0.17,0.03,2.57,1.69,0.73
95.500,0.81,0.79,0.17,0.03,2.57,1.69,0.73
95.750,0.81,0.79,0.17,0.03,2.57,1.69,0.73
96.000,0.81,0.79,0.18,0.03,2.57,1.69,0.73
